,img,title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update,franchise
1059,/games/boxart/9492661ccc.jpg,.hack//Infection Part 1,PS2,Role-Playing,Bandai,CyberConnect2,7.7,1.27,0.49,0.26,0.38,0.13,02/11/2003,02/11/03,.hack
2378,/games/boxart/19085ccc.jpg,.hack//Mutation Part 2,PS2,Role-Playing,Bandai,CyberConnect2,7.5,0.68,0.23,0.2,0.18,0.06,05/07/2003,05/07/03,.hack
3674,/games/boxart/1711724ccc.jpg,.hack//Outbreak Part 3,PS2,Role-Playing,Bandai,CyberConnect2,7.1,0.46,0.14,0.17,0.11,0.04,09/09/2003,09/09/03,.hack
842,/games/boxart/1441101ccc.jpg,007: Quantum of Solace,X360,Shooter,Activision,Treyarch,6.6,1.48,0.82,0.01,0.51,0.14,11/04/2008,11/04/08,007
1252,/games/boxart/6998455ccc.jpg,007: Quantum of Solace,PS3,Shooter,Activision,Treyarch,6.6,1.14,0.43,0.02,0.51,0.19,11/04/2008,11/04/08,007
2501,/games/boxart/2828226ccc.jpg,007: Quantum of Solace,Wii,Shooter,Activision,Beenox,5.6,0.65,0.29,0.01,0.28,0.07,11/04/2008,11/04/08,007
3954,/games/boxart/5975038ccc.jpg,007: Quantum of Solace,PS2,Shooter,Activision,Treyarch,7.8,0.43,0.17,0,0,0.26,11/04/2008,11/04/08,007
772,/games/boxart/5735485ccc.jpg,007: The World is Not Enough,N64,Shooter,Electronic Arts,Eurocom Entertainment Software,7.4,1.55,1.13,0.02,0.38,0.03,10/17/2000,10/17/2000,007
2809,/games/boxart/9573183ccc.jpg,2002 FIFA World Cup,PS2,Sports,EA Sports,EA Canada,7.9,0.59,0.21,0.16,0.17,0.06,4/22/2002,4/22/2002,FIFA
1114,/games/boxart/full_3253995AmericaFrontccc.jpg,2010 FIFA World Cup South Africa,PS3,Sports,EA Sports,EA Canada,8.2,1.23,0.3,0.07,0.64,0.22,4/27/2010,4/27/2010,FIFA
1841,/games/boxart/full_2944762AmericaFrontccc.jpg,2010 FIFA World Cup South Africa,X360,Sports,EA Sports,EA Canada,8.4,0.85,0.32,0.02,0.42,0.09,4/27/2010,4/27/2010,FIFA
3569,/games/boxart/full_7646662AmericaFrontccc.jpg,2010 FIFA World Cup South Africa,PSP,Sports,EA Sports,EA Canada,6.8,0.47,0.09,0.03,0.23,0.12,4/27/2010,4/27/2010,FIFA
3972,/games/boxart/full_3112673AmericaFrontccc.jpg,2010 FIFA World Cup South Africa,Wii,Sports,EA Sports,EA Canada,6.8,0.42,0.23,0.01,0.15,0.04,4/27/2010,4/27/2010,FIFA
2472,/games/boxart/full_3334711AmericaFrontccc.jpg,2014 FIFA World Cup Brazil,PS3,Sports,EA Sports,EA Canada,7.9,0.66,0.15,0.01,0.4,0.1,4/15/2014,3/22/2018,FIFA
3877,/games/boxart/full_9938212AmericaFrontccc.jpg,2014 FIFA World Cup Brazil,X360,Sports,EA Sports,EA Canada,7.3,0.44,0.15,0,0.25,0.03,4/15/2014,3/22/2018,FIFA
6849,/games/boxart/full_5608516AmericaFrontccc.jpg,50 Cent: Blood on the Sand,X360,Shooter,THQ,Swordfish Studios,7.3,0.21,0.12,0,0.07,0.02,2/24/2009,2/24/2009,50 Cent
7271,/games/boxart/full_8565851AmericaFrontccc.jpg,50 Cent: Blood on the Sand,PS3,Shooter,THQ,Swordfish Studios,7.2,0.19,0.1,0.01,0.06,0.03,2/24/2009,2/24/2009,50 Cent
6287,/games/boxart/full_3250221AmericaFrontccc.jpg,7th Dragon III Code: VFD,3DS,Role-Playing,Sega,Sega,7.5,0.24,0.06,0.13,0.04,0.01,07/12/2016,4/20/2018,7th Dragon
2319,/games/boxart/full_6588337AmericaFrontccc.jpg,Ace Attorney Investigations: Miles Edgeworth,DS,Adventure,Capcom,Capcom,7.7,0.7,0.23,0.3,0.14,0.04,2/16/2010,2/16/2010,Ace Attorney
2159,/games/boxart/full_ace-combat-assault-horizon_504AmericaFront.jpg,Ace Combat: Assault Horizon,PS3,Action,Namco Bandai,Project ACES,7.5,0.74,0.3,0.22,0.16,0.07,10/11/2011,10/11/11,Ace Attorney
3408,/games/boxart/full_ace-combat-assault-horizon_251AmericaFront.jpg,Ace Combat: Assault Horizon,X360,Action,Namco Bandai,Project ACES,7,0.49,0.3,0.03,0.12,0.04,10/11/2011,10/11/11,Ace Attorney
6025,/games/boxart/full_ace-combat-3d_942AmericaFront.jpg,Ace Combat: Assault Horizon Legacy,3DS,Simulation,Namco Bandai,Namco Bandai Games,7,0.25,0.1,0.08,0.06,0.01,11/15/2011,11/15/2011,Ace Attorney
5392,/games/boxart/full_ace-combat-joint-assault_1AmericaFront.jpg,Ace Combat: Joint Assault,PSP,Simulation,Namco Bandai,Project ACES,7,0.29,0.06,0.15,0.05,0.03,8/31/2010,8/31/2010,Ace Attorney
4347,/games/boxart/full_7866862AmericaFrontccc.jpg,Advance Wars: Dual Strike,DS,Strategy,Nintendo,Intelligent Systems,9,0.39,0.3,0.04,0.03,0.03,8/22/2005,8/22/2005,Advance Wrs
6614,/games/boxart/full_9734021AmericaFrontccc.png,Afrika,PS3,Adventure,Natsume,Rhino Studios,6,0.22,0.12,0.08,0,0.01,10/06/2009,10/06/09,Afrika
995,/games/boxart/full_1170189AmericaFrontccc.jpg,Alan Wake,X360,Action,Microsoft Game Studios,Remedy Entertainment,8.3,1.33,0.66,0.05,0.5,0.12,5/18/2010,5/18/2010,Alan Wake (Series)
2793,/games/boxart/full_alice-madness-returns_955AmericaFront.jpg,Alice: Madness Returns,PS3,Adventure,Electronic Arts,Spicy Horse,6.7,0.59,0.22,0.04,0.24,0.08,6/14/2011,6/14/2011,Alice
3366,/games/boxart/full_alice-madness-returns_827AmericaFront.jpg,Alice: Madness Returns,X360,Adventure,Electronic Arts,Spicy Horse,6.9,0.5,0.27,0.04,0.15,0.04,6/14/2011,6/14/2011,Alice
3589,/games/boxart/full_3433704AmericaFrontccc.jpg,Alien Trilogy,PS,Shooter,Acclaim Entertainment,Probe Entertainment Limited,8,0.47,0.24,0.04,0.16,0.03,09/01/1997,09/01/97,Alien
3437,/games/boxart/full_7279035AmericaFrontccc.jpg,Alone in the Dark,X360,Adventure,Atari,Eden Studios,6.3,0.49,0.14,0,0.3,0.05,6/23/2008,6/23/2008,Alone in the Dark (Series)
3417,/games/boxart/full_3794629AmericaFrontccc.png,Animal Crossing: Amiibo Festival,WiiU,Party,Nintendo,"Nd Cube Co., Ltd.",4.8,0.49,0.23,0.1,0.12,0.04,11/13/2015,02/08/18,Animal Crossing
721,/games/boxart/full_2046408AmericaFrontccc.jpg,Ape Escape,PS,Platform,Sony Computer Entertainment,SCE Japan Studio,9.3,1.63,0.71,0.32,0.48,0.11,5/31/1999,9/16/2018,Ape Escape (Series)
2586,/games/boxart/810696ccc.jpg,Ape Escape 2,PS2,Platform,Ubisoft,SCE Japan Studio,8,0.63,0.12,0.38,0.09,0.03,6/30/2003,9/16/2018,Ape Escape (Series)
2315,/games/boxart/1204443ccc.jpg,Ape Escape: On the Loose,PSP,Platform,Sony Computer Entertainment,SIMS,6.6,0.7,0.52,0.12,0.01,0.05,3/22/2005,3/22/2005,Ape Escape (Series)
1516,/games/boxart/full_5189307AmericaFrontccc.jpg,Apollo Justice: Ace Attorney,DS,Adventure,Capcom,Capcom,8,0.99,0.28,0.64,0.05,0.03,2/19/2008,2/19/2008,Ace Attorney
7440,/games/boxart/full_4605062AmericaFrontccc.jpg,Ar tonelico 2: Melody of Metafalica,PS2,Role-Playing,NIS America,Gust,7.2,0.18,0.04,0.11,0.03,0.01,1/20/2009,1/20/2009,Ar tonelico
6221,/games/boxart/full_ar-tonelico-qoga-knell-of-ar-ciel_198AmericaFront.jpg,Ar tonelico Qoga: Knell of Ar Ciel,PS3,Role-Playing,NIS America,Gust,7,0.24,0.08,0.13,0.01,0.01,3/15/2011,3/15/2011,Ar tonelico
7970,/games/boxart/full_204279AmericaFrontccc.jpg,Arcana Heart,PS2,Fighting,Atlus,Examu Inc.,8.1,0.16,0.06,0.04,0.05,0.02,04/10/2008,04/10/08,Arcana Heart (Series)
7034,/games/boxart/full_arcana-heart-3_282PALFront.jpg,Arcana Heart 3,PS3,Fighting,Aksys Games,Examu Inc.,7,0.2,0.04,0.1,0.05,0.02,9/23/2014,9/23/2014,Arcana Heart (Series)
10819,/games/boxart/full_arcania-gothic-4_4AmericaFront.jpg,Arcania: Gothic 4,X360,Role-Playing,JoWood Productions,Spellbound Entertainment AG,6.2,0.09,0.04,0.01,0.04,0.01,10/19/2010,10/19/2010,Arcania
4072,/games/boxart/7474120ccc.jpg,Armored Core,PS,Simulation,Sony Computer Entertainment,From Software,7.2,0.41,0.13,0.16,0.09,0.03,10/31/1997,10/31/1997,Armored Core (Series)
6034,/games/boxart/7120617ccc.jpg,Armored Core 4,X360,Simulation,Sega,From Software,6.5,0.25,0.19,0.03,0.01,0.02,3/20/2007,3/20/2007,Armored Core (Series)
7136,/games/boxart/577148ccc.jpg,Armored Core 4,PS3,Simulation,Sega,From Software,6.6,0.2,0.09,0.09,0,0.01,3/20/2007,3/20/2007,Armored Core (Series)
7255,/games/boxart/full_9267091AmericaFrontccc.jpg,Armored Core: For Answer,PS3,Simulation,Ubisoft,From Software,6.1,0.19,0.06,0.1,0.02,0.01,9/16/2008,9/16/2008,Armored Core (Series)
8314,/games/boxart/full_6152273AmericaFrontccc.jpg,Armored Core: For Answer,X360,Simulation,Ubisoft,From Software,6.5,0.15,0.06,0.07,0.01,0.01,9/16/2008,9/16/2008,Armored Core (Series)
5941,/games/boxart/6351588ccc.jpg,Armored Core: Master of Arena,PS,Simulation,Agetec,From Software,7.2,0.26,0.07,0.13,0.05,0.02,2/29/2000,2/29/2000,Armored Core (Series)
5624,/games/boxart/8117562ccc.jpg,Armored Core: Project Phantasma,PS,Simulation,ASCII Entertainment,From Software,7.2,0.28,0.06,0.15,0.04,0.02,9/30/1998,9/30/1998,Armored Core (Series)
717,/games/boxart/full_7449241AmericaFrontccc.jpg,Army of Two,X360,Shooter,Electronic Arts,EA Montreal,6.7,1.64,1.09,0.02,0.37,0.16,03/07/2008,02/03/18,Army of Two (Series)
1199,/games/boxart/8108434ccc.jpg,Army of Two,PS3,Shooter,Electronic Arts,EA Montreal,7.4,1.17,0.74,0.02,0.26,0.15,03/07/2008,02/03/18,Army of Two (Series)
1512,/games/boxart/full_6990388AmericaFrontccc.jpg,Army of Two: The 40th Day,X360,Shooter,Electronic Arts,EA Montreal,7.1,0.99,0.65,0,0.24,0.09,01/12/2010,01/12/10,Army of Two (Series)
1851,/games/boxart/full_4015554AmericaFrontccc.jpg,Army of Two: The 40th Day,PS3,Shooter,Electronic Arts,EA Montreal,7.1,0.85,0.44,0.01,0.27,0.13,01/12/2010,01/12/10,Army of Two (Series)
3423,/games/boxart/full_asphalt-3d-nitro-racing_982AmericaFront.jpg,Asphalt 3D,3DS,Racing,Ubisoft,Konami,4,0.49,0.27,0.02,0.16,0.04,3/22/2011,3/22/2011,Asphalt
65,/games/boxart/full_7562642AmericaFrontccc.jpg,Assassin's Creed,X360,Action,Ubisoft,Ubisoft Montreal,8.2,5.55,3.28,0.07,1.64,0.56,11/13/2007,11/13/2007,Assassin's Creed (Series)
96,/games/boxart/full_2363378AmericaFrontccc.jpg,Assassin's Creed,PS3,Action,Ubisoft,Ubisoft Montreal,8.2,4.83,1.91,0.09,2.01,0.82,11/13/2007,11/13/2007,Assassin's Creed (Series)
64,/games/boxart/full_5252150AmericaFrontccc.jpg,Assassin's Creed II,PS3,Action,Ubisoft,Ubisoft Montreal,9,5.57,2.54,0.21,1.95,0.86,11/17/2009,01/03/18,Assassin's Creed (Series)
73,/games/boxart/full_8353337AmericaFrontccc.jpg,Assassin's Creed II,X360,Action,Ubisoft,Ubisoft Montreal,9.1,5.3,3.14,0.08,1.55,0.52,11/17/2009,11/17/2009,Assassin's Creed (Series)
52,/games/boxart/full_7776699AmericaFrontccc.jpeg,Assassin's Creed III,PS3,Action-Adventure,Ubisoft,Ubisoft Montreal,8.8,6.5,2.65,0.16,2.61,1.08,10/30/2012,04/12/18,Assassin's Creed (Series)
159,/games/boxart/full_270231AmericaFrontccc.jpg,Assassin's Creed IV: Black Flag,PS3,Action-Adventure,Ubisoft,Ubisoft Montreal,8.7,3.94,1.34,0.13,1.86,0.62,10/29/2013,3/14/2018,Assassin's Creed (Series)
219,/games/boxart/full_4496262AmericaFrontccc.jpg,Assassin's Creed IV: Black Flag,X360,Action-Adventure,Ubisoft,Ubisoft Montreal,8.5,3.34,1.9,0.01,1.14,0.3,10/29/2013,3/22/2018,Assassin's Creed (Series)
234,/games/boxart/full_4303408AmericaFrontccc.jpg,Assassin's Creed IV: Black Flag,PS4,Action-Adventure,Ubisoft,Ubisoft Montreal,8.3,3.19,1.07,0.06,1.55,0.51,11/15/2013,3/14/2018,Assassin's Creed (Series)
236,/games/boxart/full_1336415AmericaFrontccc.jpg,Assassin's Creed Odyssey,PS4,Action-Adventure,Ubisoft,Ubisoft Quebec,9.5,3.18,1.18,0.09,1.4,0.51,10/05/2018,11/17/2018,Assassin's Creed (Series)
182,/games/boxart/full_7518379AmericaFrontccc.jpg,Assassin's Creed Syndicate,PS4,Action,Ubisoft,Ubisoft Quebec,8.6,3.6,0.9,0.08,2.06,0.55,10/23/2015,05/04/18,Assassin's Creed (Series)
1081,/games/boxart/full_2923134AmericaFrontccc.jpg,Assassin's Creed: Bloodlines,PSP,Action,Ubisoft,Griptonite Studio,6.3,1.26,0.43,0.05,0.5,0.28,11/17/2009,11/17/2009,Assassin's Creed (Series)
193,/games/boxart/full_assassins-creed-brotherhood_1AmericaFront.jpg,Assassin's Creed: Brotherhood,X360,Action,Ubisoft,Ubisoft Montreal,9.1,3.53,2.87,0.03,0.39,0.25,11/16/2010,11/16/2010,Assassin's Creed (Series)
283,/games/boxart/full_assassins-creed-brotherhood_2AmericaFront.jpg,Assassin's Creed: Brotherhood,PS3,Action,Ubisoft,Ubisoft Montreal,9.1,2.85,1.87,0.11,0.57,0.3,11/16/2010,11/16/2010,Assassin's Creed (Series)
129,/games/boxart/full_assassins-creed-revelations_212AmericaFront.jpg,Assassin's Creed: Revelations,PS3,Action,Ubisoft,Ubisoft Montreal,8.8,4.23,1.41,0.1,2.03,0.69,11/15/2011,11/15/2011,Assassin's Creed (Series)
130,/games/boxart/full_assassins-creed-revelations_328AmericaFront.jpg,Assassin's Creed: Revelations,X360,Action,Ubisoft,Ubisoft Montreal,7.9,4.22,2.28,0.04,1.47,0.44,11/15/2011,11/15/2011,Assassin's Creed (Series)
2263,/games/boxart/full_2637274AmericaFrontccc.jpg,Astro Bot Rescue Mission,PS4,Platform,Sony Interactive Entertainment,SIE Japan Studio,8.5,0.71,0.22,0.02,0.36,0.11,10/02/2018,9/17/2018,Astro Bot
3504,/games/boxart/full_atelier-rorona-alchemist-of-arland_5AmericaFront.jpg,Atelier Rorona: Alchemist of Arland,PS3,Role-Playing,NIS America,Gust,6.4,0.48,0.22,0.11,0.1,0.05,6/24/2014,6/24/2014,Atelier 
3934,/games/boxart/full_atelier-totori-the-adventurer-of-arland_685AmericaFront.jpg,Atelier Totori: The Adventurer of Arland,PS3,Role-Playing,NIS America,Gust,7.8,0.43,0.12,0.21,0.07,0.03,9/27/2011,9/27/2011,Atelier 
10921,/games/boxart/full_4477582AmericaFrontccc.jpg,A-Train,PS,Strategy,Maxis,ArtDink,6,0.08,0.02,0.04,0.01,0.01,01/01/1996,01/01/96,A-Train
6391,/games/boxart/full_5868631AmericaFrontccc.jpg,Attack on Titan 2,NS,Action,Koei Tecmo,Omega Force,7,0.23,0.12,0.08,0.02,0.02,3/20/2018,3/30/2018,Attack on Titan
6719,/games/boxart/full_5050917AmericaFrontccc.jpg,Attack on Titan 2,PS4,Action,Koei Tecmo,Omega Force,7.8,0.22,0.09,0.06,0.04,0.03,3/20/2018,3/30/2018,Attack on Titan
6349,/games/boxart/full_4638062AmericaFrontccc.jpg,Avalon Code,DS,Role-Playing,Marvelous Interactive,Matrix Software,7.1,0.24,0.11,0.12,0,0.01,03/10/2009,03/10/09,Avalon Code
2093,/games/boxart/full_2437493AmericaFrontccc.jpg,Banjo-Kazooie: Nuts & Bolts,X360,Platform,Microsoft Game Studios,Rare Ltd.,8,0.76,0.32,0,0.35,0.08,11/12/2008,11/12/08,Banjo-Kazooie
11154,/games/boxart/6096591ccc.jpg,Baroque,Wii,Role-Playing,Atlus,Sting,5.2,0.08,0.07,0,0,0.01,04/08/2008,04/08/08,Baroque
10048,/games/boxart/2604212ccc.jpg,Baten Kaitos Origins,GC,Role-Playing,Nintendo,tri-Crescendo / Monolith Soft,7.5,0.1,0.06,0.02,0.02,0,9/25/2006,9/25/2006,Baten Kaitos
126,/games/boxart/full_8831048AmericaFrontccc.jpg,Batman: Arkham Asylum,PS3,Action,Eidos Interactive,Rocksteady Studios,9,4.28,2.26,0.07,1.33,0.63,8/25/2009,8/25/2009,Batman: Arkham
191,/games/boxart/full_1668550AmericaFrontccc.jpg,Batman: Arkham Asylum,X360,Action,Eidos Interactive,Rocksteady Studios,9.1,3.54,2.24,0.02,0.95,0.33,8/25/2009,8/25/2009,Batman: Arkham
66,/games/boxart/full_batman-arkham-city_591AmericaFront.jpg,Batman: Arkham City,PS3,Action,Warner Bros. Interactive,Rocksteady Studios,9.6,5.54,2.72,0.11,1.89,0.82,10/18/2011,10/18/2011,Batman: Arkham
101,/games/boxart/full_batman-arkham-city_302AmericaFront.jpg,Batman: Arkham City,X360,Action,Warner Bros. Interactive,Rocksteady Studios,9.5,4.75,2.99,0.04,1.28,0.44,10/18/2011,10/18/2011,Batman: Arkham
143,/games/boxart/full_2497280AmericaFrontccc.jpg,Batman: Arkham Knight,PS4,Action,Warner Bros. Interactive,Rocksteady Studios,8.1,4.11,1.65,0.11,1.68,0.66,6/23/2015,01/04/18,Batman: Arkham
4764,/games/boxart/full_4292681AmericaFrontccc.jpg,Battalion Wars 2,Wii,Strategy,Nintendo,Kuju Entertainment,7.7,0.34,0.22,0.08,0.02,0.02,10/29/2007,10/29/2007,Battalion Wars
10552,/games/boxart/full_1533995AmericaFrontccc.jpg,Battle Fantasia,X360,Fighting,Aksys Games,Arc System Works,7,0.09,0.07,0.01,0,0.01,9/16/2008,9/16/2008,Battle Fantasia
40,/games/boxart/full_9032449AmericaFrontccc.png,Battlefield 1,PS4,Shooter,Electronic Arts,EA DICE,9.1,7.26,2.2,0.29,3.65,1.12,10/21/2016,3/24/2018,Battlefield
78,/games/boxart/full_601699AmericaFrontccc.png,Battlefield 1,XOne,Shooter,Electronic Arts,EA DICE,9.3,5.13,3.37,0.02,1.26,0.48,10/21/2016,3/24/2018,Battlefield
4070,/games/boxart/full_6537422AmericaFrontccc.jpg,Battlefield 2: Modern Combat,X360,Shooter,Electronic Arts,Digtal Illusions,7.8,0.41,0.35,0.01,0.02,0.03,04/11/2006,04/11/06,Battlefield
39,/games/boxart/full_battlefield-3_439AmericaFront.jpg,Battlefield 3,X360,Shooter,Electronic Arts,Dice,8.5,7.35,4.47,0.06,2.12,0.69,10/25/2011,10/25/2011,Battlefield
41,/games/boxart/full_battlefield-3_278AmericaFront.jpg,Battlefield 3,PS3,Shooter,Electronic Arts,Dice,8.5,7.21,2.86,0.35,2.94,1.07,10/25/2011,10/25/2011,Battlefield
158,/games/boxart/full_8649362AmericaFrontccc.jpg,Battlefield 4,PS4,Shooter,Electronic Arts,EA DICE,8.3,3.94,1.4,0.19,1.74,0.62,11/15/2013,01/09/18,Battlefield
174,/games/boxart/full_5853156AmericaFrontccc.jpg,Battlefield 4,PS3,Shooter,Electronic Arts,EA DICE,8.7,3.64,1.31,0.27,1.5,0.55,10/29/2013,01/04/18,Battlefield
190,/games/boxart/full_162643AmericaFrontccc.jpg,Battlefield 4,X360,Shooter,Electronic Arts,EA DICE,8.7,3.54,2.16,0.02,1.05,0.32,10/29/2013,01/04/18,Battlefield
857,/games/boxart/full_8904735AmericaFrontccc.jpg,Battlefield: Bad Company,X360,Shooter,Electronic Arts,EA Digital Illusions CE,8.6,1.46,0.81,0.04,0.46,0.15,6/23/2008,6/23/2008,Battlefield
979,/games/boxart/6513999ccc.jpg,Battlefield: Bad Company,PS3,Shooter,Electronic Arts,EA Digital Illusions CE,8.6,1.34,0.76,0.05,0.36,0.17,6/23/2008,6/23/2008,Battlefield
202,/games/boxart/full_2180575AmericaFrontccc.jpg,Battlefield: Bad Company 2,X360,Shooter,Electronic Arts,EA Digital Illusions CE,9,3.48,2.11,0.04,1.01,0.33,03/02/2010,03/02/10,Battlefield
266,/games/boxart/full_5309726AmericaFrontccc.jpg,Battlefield: Bad Company 2,PS3,Shooter,Electronic Arts,EA Digital Illusions CE,8.9,2.96,1.33,0.08,1.11,0.44,03/02/2010,03/02/10,Battlefield
1147,/games/boxart/full_3265725AmericaFrontccc.png,Bayonetta,PS3,Action,Sega,PlatinumGames,8.6,1.21,0.44,0.21,0.4,0.16,01/05/2010,01/05/10,Bayonetta (Series)
1647,/games/boxart/full_1963214AmericaFrontccc.jpg,Bayonetta,X360,Action,Sega,PlatinumGames,8.9,0.93,0.51,0.09,0.25,0.08,01/05/2010,01/05/10,Bayonetta (Series)
5019,/games/boxart/260706ccc.jpg,Beautiful Katamari,X360,Puzzle,Namco Bandai,Now Production,7.3,0.32,0.14,0.15,0.02,0.02,10/16/2007,10/16/2007,Katamari
2895,/games/boxart/4303513ccc.jpg,Beyond The Beyond,PS,Role-Playing,Sony Computer Entertainment,Camelot Software Planning,4.8,0.57,0.11,0.35,0.08,0.04,8/31/1996,8/31/1996,Beyond the Beyond
285,/games/boxart/full_9365862AmericaFrontccc.jpg,BioShock,X360,Shooter,2K Games,2K Australia / 2K Boston,9.6,2.83,1.65,0.05,0.85,0.28,8/21/2007,8/21/2007,BioShock (Series)
881,/games/boxart/8018037ccc.jpg,BioShock,PS3,Shooter,2K Games,2K Boston / 2K Australia / 2K Marin,9.3,1.44,0.75,0.01,0.48,0.21,10/21/2008,10/21/2008,BioShock (Series)
444,/games/boxart/full_8209982AmericaFrontccc.jpg,BioShock 2,X360,Shooter,2K Games,2K Marin,8.6,2.2,1.45,0.02,0.54,0.2,02/09/2010,02/09/10,BioShock (Series)
776,/games/boxart/full_1146184AmericaFrontccc.jpg,BioShock 2,PS3,Shooter,2K Games,2K Marin,8.5,1.55,0.85,0.02,0.46,0.22,02/09/2010,02/09/10,BioShock (Series)
600,/games/boxart/full_9962375AmericaFrontccc.jpg,BioShock Infinite,PS3,Shooter,2K Games,Irrational Games,9.5,1.82,0.74,0.04,0.74,0.3,3/26/2013,01/09/18,BioShock (Series)
1094,/games/boxart/full_5505392AmericaFrontccc.jpg,Black,PS2,Shooter,Electronic Arts,Criterion Games,7.7,1.25,1.01,0.03,0.04,0.16,2/28/2006,2/28/2006,Black
5569,/games/boxart/full_8500562AmericaFrontccc.jpg,Bladestorm: The Hundred Years' War,PS3,Action,KOEI,Omega Force,5.8,0.28,0.1,0.14,0.03,0.02,11/06/2007,11/06/07,BladeStorm
2252,/games/boxart/2740085ccc.jpg,Blast Corps,N64,Action,Nintendo,Rare Ltd.,9.1,0.71,0.39,0.17,0.09,0.06,2/28/1997,2/28/1997,Blast Corps
2917,/games/boxart/full_7327869AmericaFrontccc.jpg,BlazBlue: Calamity Trigger,PS3,Fighting,Aksys Games,Arc System Works,8.5,0.57,0.36,0.06,0.1,0.06,6/30/2009,6/30/2009,BlazBlue
4552,/games/boxart/full_919423AmericaFrontccc.jpg,BlazBlue: Calamity Trigger,X360,Fighting,Aksys Games,Arc System Works,8.5,0.36,0.21,0.04,0.08,0.03,6/30/2009,6/30/2009,BlazBlue
9668,/games/boxart/full_1346510AmericaFrontccc.jpg,BlazBlue: Calamity Trigger Portable,PSP,Fighting,Aksys Games,Arc System Works,7.9,0.11,0.07,0.03,0.01,0.01,03/09/2010,03/09/10,BlazBlue
4121,/games/boxart/full_blazblue-continuum-shift_3AmericaFront.jpg,BlazBlue: Continuum Shift,PS3,Fighting,Aksys Games,Arc System Works,8.7,0.41,0.21,0.09,0.08,0.04,7/27/2010,7/27/2010,BlazBlue
5087,/games/boxart/full_blazblue-continuum-shift_915AmericaFront.jpg,BlazBlue: Continuum Shift,X360,Fighting,Aksys Games,Arc System Works,8.6,0.32,0.23,0.02,0.04,0.02,7/27/2010,7/27/2010,BlazBlue
9103,/games/boxart/full_blazblue-continuum-shift-ii_578AmericaFront.jpg,BlazBlue: Continuum Shift II,PSP,Fighting,Aksys Games,Arc System Works,7.5,0.13,0.03,0.07,0.02,0.01,5/31/2011,5/31/2011,BlazBlue
9660,/games/boxart/full_blazblue-continuum-shift-ii_765AmericaFront.jpg,BlazBlue: Continuum Shift II,3DS,Fighting,Aksys Games,Arc System Works,6,0.11,0.05,0.04,0.02,0.01,5/31/2011,5/31/2011,BlazBlue
11920,/games/boxart/full_4489495AmericaFrontccc.jpg,BlazBlue: Cross Tag Battle,NS,Fighting,Arc System Works,Arc System Works,8,0.07,0.04,0.01,0.01,0.01,06/05/2018,06/06/18,BlazBlue
4962,/games/boxart/full_9661186AmericaFrontccc.jpg,Bleach: Shattered Blade,Wii,Fighting,Sega,Polygon Magic,5.3,0.32,0.21,0.08,0.01,0.02,10/09/2007,10/09/07,Bleach
3310,/games/boxart/full_bleach-soul-resurreccion_230AmericaFront.jpg,Bleach: Soul Resurreccion,PS3,Fighting,NIS America,Eighting,6.7,0.51,0.27,0.07,0.11,0.06,08/03/2011,08/03/11,Bleach
3703,/games/boxart/4547981ccc.jpg,Bleach: The Blade of Fate,DS,Fighting,Sega,"Treasure Co., Ltd.",8.2,0.45,0.29,0.12,0.01,0.03,10/09/2007,10/09/07,Bleach
1652,/games/boxart/9416763ccc.jpg,Blue Dragon,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,0.92,0.3,0.21,0.33,0.08,8/28/2007,8/28/2007,Blue Dragon (Series)
6922,/games/boxart/full_8198127AmericaFrontccc.jpg,Blue Dragon Plus,DS,Role-Playing,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5,0.21,0.12,0.05,0.03,0.01,2/19/2009,2/19/2009,Blue Dragon (Series)
10393,/games/boxart/full_468852AmericaFrontccc.jpg,Blue Dragon: Awakened Shadow,DS,Role-Playing,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,5.7,0.1,0.06,0.03,0,0,5/18/2010,5/18/2010,Blue Dragon (Series)
2231,/games/boxart/full_blur_3AmericaFront.jpg,Blur,PS3,Racing,Activision,Bizarre Creations,8.3,0.72,0.22,0.02,0.37,0.12,5/25/2010,5/25/2010,Blur
2778,/games/boxart/full_9947166AmericaFrontccc.jpg,Blur,X360,Racing,Activision,Bizarre Creations,8.3,0.59,0.25,0,0.27,0.06,5/25/2010,5/25/2010,Blur
1429,/games/boxart/2157130ccc.jpg,Bomberman 64,N64,Puzzle,Hudson Soft,Hudson Soft,6.1,1.04,0.5,0.31,0.2,0.03,12/02/1997,12/02/97,Bomberman
6128,/games/boxart/full_4016927AmericaFrontccc.jpg,Bomberman Generation,GC,Adventure,Majesco,Game Arts,8.4,0.25,0.15,0.06,0.04,0.01,06/03/2002,06/03/02,Bomberman
7698,/games/boxart/9186525ccc.jpg,Bomberman Land,Wii,Misc,Hudson Soft,Hudson Soft,6,0.17,0.11,0.03,0.02,0.01,1/29/2008,1/29/2008,Bomberman
6061,/games/boxart/3280621ccc.jpg,Bomberman Tournament,GBA,Puzzle,Activision,Hudson Soft,8.8,0.25,0.1,0.1,0.04,0.01,6/26/2001,6/26/2001,Bomberman
