,img,title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update,franchise
2182,/games/boxart/full_3237893AmericaFrontccc.jpg,Sonic Forces,NS,Platform,Sega,Sonic Team,5.4,0.74,0.39,0.01,0.27,0.06,11/07/2017,02/11/18,Sonic
748,/games/boxart/full_sonic-generations_580AmericaFront.jpg,Sonic Generations,PS3,Platform,Sega,Sonic Team,7.3,1.59,0.6,0.02,0.72,0.25,11/01/2011,11/01/11,Sonic
927,/games/boxart/full_sonic-generations_773AmericaFront.jpg,Sonic Generations,X360,Platform,Sega,Sonic Team,7.7,1.39,0.71,0,0.54,0.13,11/01/2011,11/01/11,Sonic
1373,/games/boxart/full_sonic-generations_949AmericaFront.jpg,Sonic Generations,3DS,Platform,Sega,Sonic Team,6.3,1.06,0.44,0.01,0.52,0.08,11/22/2011,11/22/2011,Sonic
3490,/games/boxart/full_6517792AmericaFrontccc.jpg,Sonic Lost World,3DS,Platform,Sega,Dimps Corporation,5.2,0.48,0.22,0.07,0.15,0.04,10/29/2013,04/07/18,Sonic
4510,/games/boxart/full_556920AmericaFrontccc.jpg,Sonic Lost World,WiiU,Platform,Sega,Sonic Team,6,0.37,0.2,0.01,0.13,0.03,10/29/2013,04/07/18,Sonic
3547,/games/boxart/full_9293555AmericaFrontccc.jpg,Sonic Mania,NS,Platform,Sega,PagodaWest Games,8.8,0.47,0.23,0.01,0.18,0.04,8/15/2017,12/23/2017,Sonic
1682,/games/boxart/2707104ccc.jpg,Sonic Riders: Zero Gravity,Wii,Racing,Sega,Sonic Team,5.8,0.91,0.48,0.02,0.32,0.09,01/08/2008,01/08/08,Sonic
1438,/games/boxart/full_8619323AmericaFrontccc.jpg,Sonic Unleashed,PS3,Platform,Sega,Sonic Team,5.3,1.03,0.56,0.01,0.32,0.14,12/09/2008,12/09/08,Sonic
1595,/games/boxart/full_2312401AmericaFrontccc.jpg,Sonic Unleashed,X360,Platform,Sega,Sonic Team,5.6,0.95,0.54,0,0.32,0.09,11/20/2008,11/20/2008,Sonic
744,/games/boxart/full_322404AmericaFrontccc.jpg,Soul Blade,PS,Fighting,Namco,Namco,8.6,1.59,0.61,0.46,0.41,0.1,01/01/1997,01/01/97,Soul Blade
822,/games/boxart/full_9185103AmericaFrontccc.jpg,SoulCalibur II,GC,Fighting,Namco,Namco,9.2,1.5,0.99,0.11,0.32,0.08,8/27/2003,8/27/2003,SoulCaliber
3308,/games/boxart/full_9378049AmericaFrontccc.jpg,SoulCalibur: Broken Destiny,PSP,Fighting,Namco Bandai,Project Soul,8,0.51,0.12,0.07,0.2,0.12,09/01/2009,09/01/09,SoulCaliber
8338,/games/boxart/full_7743268AmericaFrontccc.jpg,Space Invaders Extreme,DS,Shooter,Square Enix,Taito Corporation,8.3,0.15,0.12,0.01,0.01,0.01,6/17/2008,6/17/2008,Space Invaders
10496,/games/boxart/full_5813557AmericaFrontccc.jpg,Space Invaders Extreme,PSP,Shooter,Square Enix,"GULTI co.,ltd.",8.2,0.09,0.06,0.01,0.02,0.01,6/17/2008,6/17/2008,Space Invaders
7417,/games/boxart/full_space-invaders-extreme-2_7AmericaFront.jpg,Space Invaders Extreme 2,DS,Shooter,Taito,Taito Corporation,8.1,0.19,0.17,0,0.01,0.01,10/20/2009,10/20/2009,Space Invaders
212,/games/boxart/4171363ccc.jpg,Spider-Man 2,PS2,Action,Activision,Treyarch,7.9,3.41,1.75,0.02,1.2,0.43,6/28/2004,6/28/2004,Spider-Man
3390,/games/boxart/7757085ccc.jpg,Spider-Man 2,DS,Action,Activision,Vicarious Visions,6.1,0.5,0.41,0.03,0.02,0.04,11/16/2004,11/16/2004,Spider-Man
1710,/games/boxart/full_4228484AmericaFrontccc.jpg,Spider-Man 3,PS2,Platform,Activision,Vicarious Visions,4.4,0.9,0.74,0.01,0.03,0.12,05/04/2007,05/04/07,Spider-Man
2425,/games/boxart/full_7786092AmericaFrontccc.jpg,Spider-Man 3,PS3,Platform,Activision,Treyarch,6.6,0.67,0.26,0.02,0.29,0.11,05/04/2007,05/04/07,Spider-Man
115,/games/boxart/full_9484527AmericaFrontccc.jpg,Spider-Man: The Movie,PS2,Action,Activision,Treyarch,8.2,4.48,2.71,0.03,1.51,0.23,4/15/2002,4/15/2002,Spider-Man
1003,/games/boxart/full_spider-man-the-movie_712AmericaFront.jpg,Spider-Man: The Movie,GBA,Platform,Activision,Digital Eclipse,7.9,1.33,0.92,0.01,0.35,0.05,4/16/2002,4/16/2002,Spider-Man
1176,/games/boxart/full_spider-man-the-movie_327AmericaFront.jpg,Spider-Man: The Movie,GC,Action,Activision,Treyarch,7.6,1.19,0.86,0.01,0.27,0.04,4/15/2002,4/15/2002,Spider-Man
6097,/games/boxart/full_7172459AmericaFrontccc.jpg,Spirit Camera: The Cursed Memoir,3DS,Action-Adventure,Nintendo,Tecmo Koei Games,5.7,0.25,0.15,0.06,0.02,0.02,4/13/2012,8/30/2018,Fatal Frame
1348,/games/boxart/full_3585087AmericaFrontccc.jpg,Spore Creatures,DS,Simulation,Electronic Arts,Foundation 9,7.2,1.07,0.66,0,0.3,0.1,09/07/2008,09/07/08,Spore
162,/games/boxart/full_sports-champions_6AmericaFront.png,Sports Champions,PS3,Sports,Sony Computer Entertainment,SCE San Diego Studio,7.6,3.88,2.15,0.1,1.13,0.5,9/17/2010,9/17/2010,Sports Champions
3137,/games/boxart/9087804ccc.jpg,Star Fox Command,DS,Shooter,Nintendo,Nintendo EAD / Q-Games,7.2,0.53,0.38,0.1,0.01,0.04,8/28/2006,8/28/2006,Star Fox
1340,/games/boxart/8045970ccc.jpg,Star Fox: Assault,GC,Shooter,Nintendo,Namco,6.6,1.08,0.68,0.19,0.18,0.03,2/14/2005,2/14/2005,Star Fox
3886,/games/boxart/full_5796453AmericaFrontccc.jpg,Star Fox: Zero,WiiU,Shooter,Nintendo,Nintendo EPD,6.7,0.44,0.2,0.09,0.12,0.03,4/22/2016,11/18/2018,Star Fox
2519,/games/boxart/full_6479311AmericaFrontccc.jpg,Star Ocean: First Departure,PSP,Role-Playing,Square Enix,TOSE Software,7.5,0.65,0.2,0.22,0.14,0.09,10/21/2008,10/21/2008,Star Ocean
4784,/games/boxart/full_950245AmericaFrontccc.jpg,Star Ocean: Second Evolution,PSP,Role-Playing,Square Enix,TOSE Software,8,0.34,0.14,0.16,0.02,0.02,1/20/2009,1/20/2009,Star Ocean
2201,/games/boxart/full_1874262AmericaFrontccc.png,Star Ocean: The Last Hope International,PS3,Role-Playing,Square Enix,tri-Ace,8.1,0.73,0.28,0.22,0.15,0.07,02/09/2010,02/09/10,Star Ocean
180,/games/boxart/8508334ccc.jpg,Star Wars Battlefront,PS2,Shooter,LucasArts,Pandemic Studios,8.1,3.61,1.93,0.03,1.22,0.44,9/20/2004,9/20/2004,Star Wars BattleFront
32,/games/boxart/full_4873252AmericaFrontccc.jpg,Star Wars Battlefront (2015),PS4,Shooter,Electronic Arts,EA DICE,7.1,8.03,3.31,0.23,3.19,1.3,11/17/2015,3/24/2018,Star Wars BattleFront
138,/games/boxart/full_8451662AmericaFrontccc.jpg,Star Wars Battlefront (2015),XOne,Shooter,Electronic Arts,EA DICE,6.9,4.15,2.49,0.02,1.26,0.38,11/17/2015,3/24/2018,Star Wars BattleFront
183,/games/boxart/6381124ccc.gif,Star Wars Battlefront II,PS2,Shooter,LucasArts,Pandemic Studios,8.5,3.59,2.18,0.03,1.02,0.37,11/01/2005,11/01/05,Star Wars BattleFront
1129,/games/boxart/full_5918118AmericaFrontccc.jpg,Star Wars Battlefront II,PSP,Shooter,LucasArts,Savage Entertainment,6.9,1.22,1.05,0.01,0.06,0.1,11/01/2005,11/01/05,Star Wars BattleFront
565,/games/boxart/3258468ccc.jpg,Star Wars Rogue Leader: Rogue Squadron II,GC,Simulation,LucasArts,Factor 5,9.2,1.9,1.03,0.03,0.75,0.09,11/09/2001,11/09/01,Star Wars Rogue Squadron
586,/games/boxart/full_7230441AmericaFrontccc.jpg,Star Wars: The Force Unleashed,Wii,Action,LucasArts,Krome Studios,6.8,1.86,1.11,0,0.56,0.19,9/16/2008,9/16/2008,Star Wars: The Force Unleashed
10343,/games/boxart/full_9578244AmericaFrontccc.jpg,Steel Battalion,XB,Simulation,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",7.7,0.1,0.05,0.02,0.02,0,11/21/2002,11/21/2002,Steel Battalion
3327,/games/boxart/full_steel-diver_925AmericaFront.jpg,Steel Diver,3DS,Action,Nintendo,Nintendo EAD,5.6,0.5,0.31,0.05,0.1,0.04,3/27/2011,3/27/2011,Steel Diver
5938,/games/boxart/full_9116862PALFrontccc.jpg,Stella Glow,3DS,Role-Playing,Atlus,imageepoch Inc.,7.5,0.26,0.17,0.06,0.01,0.02,11/17/2015,5/30/2018,Stella Glow
3442,/games/boxart/full_4729560AmericaFrontccc.jpg,Story of Seasons: Trio of Towns,3DS,Simulation,Marvelous Interactive,Marvelous Entertainment,7.9,0.49,0.19,0.22,0.06,0.03,2/28/2017,5/29/2018,Story of Seasons
1906,/games/boxart/3413045ccc.jpg,Stranglehold,X360,Shooter,Midway Games,Midway Games,8,0.83,0.41,0.01,0.33,0.09,09/05/2007,09/05/07,Story of Seasons
7383,/games/boxart/full_3440880AmericaFrontccc.jpg,Street Fighter 30th Anniversary Collection,NS,Fighting,Capcom,Capcom,8.5,0.19,0.12,0.01,0.04,0.02,5/29/2018,11/07/18,Stranglehold
1836,/games/boxart/full_7727169AmericaFrontccc.jpg,Street Fighter Alpha 2,PS,Fighting,Capcom,Capcom,8.2,0.85,0.14,0.57,0.09,0.06,9/30/1996,9/30/1996,Street Fighter
4842,/games/boxart/3359112ccc.jpg,Street Fighter Alpha 3 MAX,PSP,Fighting,Capcom,Capcom,7.8,0.33,0.27,0.02,0.01,0.03,02/07/2006,02/07/06,Street Fighter
132,/games/boxart/full_4144122AmericaFrontccc.jpg,Street Fighter IV,PS3,Fighting,Capcom,Capcom / Dimps Corporation,9.3,4.19,2.04,0.59,1.05,0.52,2/17/2009,2/17/2009,Street Fighter
267,/games/boxart/full_2620419AmericaFrontccc.jpg,Street Fighter IV,X360,Fighting,Capcom,Capcom / Dimps Corporation,9.3,2.95,1.83,0.15,0.7,0.26,2/17/2009,2/17/2009,Street Fighter
2738,/games/boxart/5687529ccc.jpg,Suikoden,PS,Role-Playing,Konami,Konami,8.2,0.6,0.21,0.21,0.14,0.04,12/01/1996,12/01/96,Suikoden
2383,/games/boxart/9467414ccc.jpg,Suikoden II,PS,Role-Playing,Konami,Konami,8.5,0.68,0.15,0.38,0.1,0.04,9/29/1999,9/29/1999,Suikoden
1539,/games/boxart/3117641ccc.jpg,Suikoden III,PS2,Role-Playing,Konami,KCET,8.6,0.98,0.29,0.38,0.23,0.08,10/24/2002,10/24/2002,Suikoden
2445,/games/boxart/7346049ccc.jpg,Suikoden IV,PS2,Role-Playing,Konami,Konami Computer Entertainment Tokyo,6.3,0.66,0.17,0.3,0.13,0.05,01/11/2005,01/11/05,Suikoden
5819,/games/boxart/full_9085969AmericaFrontccc.jpg,Suikoden Tierkreis,DS,Role-Playing,Konami,Konami,7.7,0.27,0.09,0.15,0.02,0.01,3/17/2009,3/17/2009,Suikoden
4703,/games/boxart/1412360ccc.jpg,Suikoden V,PS2,Role-Playing,Konami,Hudson Soft,7.9,0.35,0.08,0.19,0.06,0.02,3/21/2006,3/21/2006,Suikoden
1219,/games/boxart/full_7798502AmericaFrontccc.png,Sunset Overdrive,XOne,Action,Microsoft Studios,Insomniac Games,8,1.16,0.64,0,0.42,0.1,10/28/2014,01/06/18,Sunset Overdrive
1809,/games/boxart/full_6805319AmericaFrontccc.jpg,Super Bomberman R,NS,Puzzle,Konami Digital Entertainment,HexaDrive,6.3,0.87,0.31,0.19,0.32,0.06,03/03/2017,3/24/2018,Bomberman
864,/games/boxart/full_4383288AmericaFrontccc.jpg,Super Monkey Ball,GC,Puzzle,Sega,Amusement Vision,9,1.46,0.95,0.1,0.37,0.04,11/17/2001,11/17/2001,Super Monkey Ball
3389,/games/boxart/full_super-monkey-ball-3d_839AmericaFront.jpg,Super Monkey Ball 3D,3DS,Action,Sega,Sega,5.7,0.5,0.26,0.05,0.15,0.04,3/27/2011,3/27/2011,Super Monkey Ball
11717,/games/boxart/full_2326308AmericaFrontccc.jpg,Sushi Striker: The Way of Sushido,NS,Puzzle,Nintendo,Indies Zero,7.9,0.07,0.02,0.03,0.01,0,06/08/2018,7/23/2020,Sushi Striker: The Way of Sushido
3072,/games/boxart/full_tactics-ogre-let-us-cling-together_843AmericaFront.jpg,Tactics Ogre: Let Us Cling Together,PSP,Role-Playing,Square Enix,Square Enix,9,0.54,0.15,0.27,0.07,0.05,2/15/2011,2/15/2011,Tactics Ogre
3342,/games/boxart/2350055ccc.jpg,Tactics Ogre: The Knight of Lodis,GBA,Role-Playing,Atlus,Quest Corporation,8.5,0.5,0.13,0.31,0.05,0.01,05/11/2002,05/11/02,Tactics Ogre
1932,/games/boxart/full_1495618AmericaFrontccc.jpg,Tales of Destiny II,PS,Role-Playing,Namco,Telenet Japan / Wolfteam,7.5,0.81,0.06,0.66,0.04,0.05,09/10/2001,09/10/01,Tales
2173,/games/boxart/full_3291823AmericaFrontccc.jpg,Tales of Vesperia,X360,Role-Playing,Namco Bandai,Namco Tales Studio,8.1,0.74,0.32,0.19,0.18,0.05,8/26/2008,8/26/2008,Tales
11444,/games/boxart/full_5385218AmericaFrontccc.jpg,Tank! Tank! Tank!,WiiU,Misc,Namco Bandai Games,Namco Bandai Games,4.7,0.07,0.02,0.05,0.01,0,11/18/2012,1/18/2018,Tank! Tank! Tank!
3067,/games/boxart/full_1741713AmericaFrontccc.jpg,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,Fighting,Capcom,Eighting,8.3,0.54,0.3,0.03,0.16,0.05,1/26/2010,1/26/2010,Tatsunoko vs. Capcom
135,/games/boxart/8290971ccc.jpg,Teenage Mutant Ninja Turtles,NES,Platform,Ultra Games,Konami,5.9,4.17,3.38,0.31,0.44,0.04,06/01/1989,06/01/89,Teenage Mutant Ninja Turtles (Series)
61,/games/boxart/full_tekken-2_616AmericaFront.jpg,Tekken 2,PS,Fighting,Namco,Namco,9.1,5.74,2.26,1.36,1.89,0.23,8/25/1996,8/25/1996,Tekken
6928,/games/boxart/full_5826679AmericaFrontccc.jpg,Tekken 3D: Prime Edition,3DS,Fighting,Namco Bandai,Namco Bandai Games,6.5,0.21,0.06,0.05,0.08,0.01,2/14/2012,2/14/2012,Tekken
205,/games/boxart/full_9587449AmericaFrontccc.jpg,Tekken 4,PS2,Fighting,Namco,Namco,7.9,3.44,1.55,0.33,1.27,0.29,9/23/2002,9/23/2002,Tekken
4570,/games/boxart/full_tekken-hybrid_218AmericaFront.jpg,Tekken Hybrid,PS3,Fighting,Namco,Namco Bandai Games,4,0.36,0.21,0.04,0.07,0.04,11/22/2011,11/22/2011,Tekken
152,/games/boxart/full_8749429AmericaFrontccc.jpg,Tekken Tag Tournament,PS2,Fighting,Namco,Namco,8.7,4.05,1.68,0.51,1.51,0.35,10/25/2000,10/25/2000,Tekken
7194,/games/boxart/full_857223AmericaFrontccc.jpg,Tekken Tag Tournament 2,WiiU,Fighting,Namco Bandai Games,Bandai Namco Games,8.1,0.19,0.09,0.01,0.07,0.01,11/18/2012,4/21/2018,Tekken
4777,/games/boxart/full_7810399AmericaFrontccc.jpg,Tenchu Z,X360,Action,Microsoft,K2 LLC,5.7,0.34,0.27,0.02,0.02,0.03,06/12/2007,06/12/07,Tenchu
6885,/games/boxart/full_4713636AmericaFrontccc.jpg,Tenchu: Shadow Assassins,Wii,Action,Ubisoft,Acquire,7,0.21,0.15,0.03,0.01,0.01,02/05/2009,02/05/09,Tenchu
9242,/games/boxart/full_5690612AmericaFrontccc.jpg,Tenchu: Shadow Assassins,PSP,Action,Ubisoft,From Software,7.5,0.12,0.03,0.05,0.03,0.01,3/24/2009,3/24/2009,Tenchu
526,/games/boxart/full_9753159AmericaFrontccc.jpg,Tenchu: Stealth Assassins,PS,Action,Activision,Acquire,8.8,1.99,0.95,0.27,0.64,0.13,8/31/1998,8/31/1998,Tenchu
15044,/games/boxart/full_8777680PALFrontccc.png,Tenkai Knights: Brave Battle,3DS,Action,Namco Bandai Games,Delta Factory,4.5,0.02,0.01,0,0.01,0,10/07/2014,1/24/2019,Tenkai Knights
3136,/games/boxart/full_6391417AmericaFrontccc.jpg,Terminator Salvation,PS3,Shooter,Warner Bros. Interactive,GRIN,5,0.53,0.13,0.01,0.29,0.1,5/19/2009,5/19/2009,Terminator
4711,/games/boxart/full_686990AmericaFrontccc.jpg,Terminator Salvation,X360,Shooter,Warner Bros. Interactive,Halcyon,5.2,0.35,0.13,0,0.18,0.04,5/19/2009,5/19/2009,Terminator
5082,/games/boxart/4371476ccc.jpg,Test Drive Unlimited,X360,Racing,Atari,Eden Studios,8,0.32,0.23,0.02,0.04,0.02,09/05/2006,09/05/06,Test Drive Unlimited
2391,/games/boxart/full_test-drive-unlimited-2_832AmericaFront.jpg,Test Drive Unlimited 2,X360,Racing,Atari,Eden Studios,6.8,0.68,0.3,0,0.32,0.06,02/08/2011,02/08/11,Test Drive Unlimited
2597,/games/boxart/full_test-drive-unlimited-2_641AmericaFront.jpg,Test Drive Unlimited 2,PS3,Racing,Atari,Eden Studios,6.9,0.63,0.16,0.01,0.35,0.11,02/08/2011,02/08/11,Test Drive Unlimited
3855,/games/boxart/full_tetris-axis_485AmericaFront.jpg,Tetris Axis,3DS,Puzzle,Nintendo,Hudson Soft,7.8,0.44,0.2,0.06,0.14,0.03,10/02/2011,10/02/11,Tetris
2954,/games/boxart/full_9111313AmericaFrontccc.jpg,Tetris Party Deluxe,Wii,Puzzle,Majesco,"Tetris Online, Inc",7.3,0.56,0.33,0.02,0.16,0.05,06/01/2010,06/01/10,Tetris
3204,/games/boxart/full_the-3rd-birthday_6AmericaFront.jpg,The 3rd Birthday,PSP,Role-Playing,Square Enix,HexaDrive,7,0.52,0.13,0.27,0.07,0.05,3/29/2011,3/29/2011,Parasite Eve
1920,/games/boxart/full_9188519AmericaFrontccc.jpg,The Crew 2,PS4,Racing,Ubisoft,Ivory Tower,6.5,0.82,0.22,0.05,0.42,0.12,6/29/2018,7/19/2018,The Crew
7794,/games/boxart/full_the-cursed-crusade_284AmericaFront.jpg,The Cursed Crusade,PS3,Action,Atlus,Kylotonn Entertainment,4,0.17,0.07,0.01,0.07,0.02,10/25/2011,10/25/2011,The Cursed Crusade
3798,/games/boxart/4338932ccc.jpg,The Darkness,X360,Shooter,2K Games,Starbreeze,8.3,0.44,0.36,0.01,0.04,0.03,6/25/2007,6/25/2007,The Darkness
282,/games/boxart/full_8846589AmericaFrontccc.jpg,The Elder Scrolls III: Morrowind,XB,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.2,2.86,2.09,0.03,0.63,0.11,06/06/2002,06/06/02,The Elder Scrolls
116,/games/boxart/9008679ccc.jpg,The Elder Scrolls IV: Oblivion,X360,Role-Playing,Take-Two Interactive,Bethesda Softworks,9.2,4.47,2.89,0.13,1.03,0.41,07/07/2009,07/07/09,The Elder Scrolls
242,/games/boxart/full_1480417AmericaFrontccc.jpg,The Elder Scrolls IV: Oblivion,PS3,Role-Playing,Bethesda Softworks,4J Studios,9.3,3.12,1.69,0.14,0.86,0.44,3/20/2007,3/20/2007,The Elder Scrolls
27,/games/boxart/full_the-elder-scrolls-v-skyrim_554AmericaFront.jpg,The Elder Scrolls V: Skyrim,X360,Role-Playing,Bethesda Softworks,Bethesda Game Studios,9.3,8.88,5.1,0.1,2.83,0.85,11/11/2011,04/01/18,The Elder Scrolls
53,/games/boxart/full_the-elder-scrolls-v-skyrim_425AmericaFront.jpg,The Elder Scrolls V: Skyrim,PS3,Role-Playing,Bethesda Softworks,Bethesda Game Studios,9,6.49,2.57,0.25,2.68,0.99,11/11/2011,04/01/18,The Elder Scrolls
1224,/games/boxart/full_8154944AmericaFrontccc.png,The Elder Scrolls V: Skyrim,NS,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.6,1.15,0.67,0.06,0.32,0.1,11/17/2017,01/01/18,The Elder Scrolls
216,/games/boxart/full_7599322AmericaFrontccc.jpg,The Elder Scrolls V: Skyrim Special Edition,PS4,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.3,3.36,1.24,0.08,1.5,0.54,10/28/2016,04/01/18,The Elder Scrolls
584,/games/boxart/full_308626AmericaFrontccc.jpg,The Evil Within,PS4,Action,Bethesda Softworks,Tango Gameworks,7.7,1.86,0.56,0.11,0.9,0.28,10/14/2014,3/13/2018,The Evil Within (Series)
2359,/games/boxart/full_2169609AmericaFrontccc.jpg,The Evil Within,XOne,Misc,Bethesda Softworks,Tango Gameworks,7.9,0.69,0.36,0,0.27,0.06,10/14/2014,3/13/2018,The Evil Within (Series)
4748,/games/boxart/1410926ccc.jpg,The Eye of Judgment,PS3,Strategy,Sony Computer Entertainment,SCE Japan Studio,7.5,0.34,0.28,0.02,0,0.03,10/24/2007,9/16/2018,The Eye of Judgment
187,/games/boxart/9254920ccc.jpg,The Getaway,PS2,Action,Sony Computer Entertainment,Team Soho,7.7,3.54,1.23,0.05,1.77,0.49,1/19/2003,1/19/2003,The Getaway (Series)
2006,/games/boxart/full_8398667AmericaFrontccc.jpg,The Godfather II,X360,Adventure,Electronic Arts,EA Redwood Shores,6.2,0.79,0.47,0.01,0.23,0.08,04/07/2009,04/07/09,The Godfather (Series)
2180,/games/boxart/full_5218107AmericaFrontccc.jpg,The Godfather II,PS3,Adventure,Electronic Arts,EA Redwood Shores,6.4,0.74,0.41,0.01,0.21,0.1,04/07/2009,04/07/09,The Godfather (Series)
870,/games/boxart/5990330ccc.jpg,The House of the Dead 2 & 3 Return,Wii,Shooter,Sega,Sega,6.5,1.45,0.77,0.03,0.5,0.15,03/11/2008,03/11/08,The House of the Dead
1850,/games/boxart/full_6130454AmericaFrontccc.jpg,The House of the Dead: Overkill,Wii,Shooter,Sega,Headstrong Games,7.9,0.85,0.44,0.02,0.3,0.09,02/10/2009,02/10/09,The House of the Dead
985,/games/boxart/full_ico-and-shadow-of-the-colossus-collection_717AmericaFront.jpg,The ICO & Shadow of the Colossus Collection,PS3,Adventure,Sony Computer Entertainment,Bluepoint Games,9,1.34,0.67,0.13,0.36,0.18,9/27/2011,9/27/2011,Shadow of the Colossus
395,/games/boxart/2974497ccc.jpg,The Incredibles,PS2,Action,THQ,Heavy Iron Studios,5.9,2.37,0.96,0.04,1.08,0.3,10/31/2004,10/31/2004,The Incredibles (Series)
494,/games/boxart/8299340ccc.jpg,The Incredibles,GBA,Action,THQ,Helixe,5.4,2.06,1.15,0.04,0.77,0.1,10/31/2004,10/31/2004,The Incredibles (Series)
8030,/games/boxart/full_85254AmericaFrontccc.jpg,The King of Fighters XII,PS3,Fighting,Ignition Entertainment,SNK Playmore Corporation,6,0.16,0.11,0.03,0.01,0.01,7/28/2009,7/28/2009,The King of Fighters
9621,/games/boxart/full_7464347AmericaFrontccc.jpg,The King of Fighters XII,X360,Fighting,Ignition Entertainment,SNK Playmore Corporation,6.4,0.11,0.09,0.01,0,0.01,7/28/2009,7/28/2009,The King of Fighters
5229,/games/boxart/full_the-king-of-fighters-xiii_282AmericaFront.jpg,The King of Fighters XIII,PS3,Fighting,Atlus,SNK Playmore Corporation,7.8,0.3,0.17,0.04,0.07,0.03,11/22/2011,11/22/2011,The King of Fighters
1045,/games/boxart/full_6724026AmericaFrontccc.jpg,The Last Guardian,PS4,Action-Adventure,Sony Interactive Entertainment,SIE Japan Studio,7.9,1.29,0.4,0.13,0.58,0.19,12/06/2016,04/04/18,The Last Guardian
581,/games/boxart/full_5929576AmericaFrontccc.jpg,The Legend of Dragoon,PS,Role-Playing,Sony Computer Entertainment,SCEI,7.8,1.86,0.94,0.39,0.44,0.1,06/11/2000,06/11/00,The Legend of Dragoon
5416,/games/boxart/full_8836742AmericaFrontccc.jpg,The Legend of Legacy,3DS,Role-Playing,Atlus,Cattle Call,6,0.29,0.14,0.11,0.02,0.02,10/13/2015,5/29/2018,The Legend of Legacy
557,/games/boxart/4651741ccc.jpg,The Legend of Zelda: Oracle of Ages,GBC,Adventure,Nintendo,Flagship,9.4,1.92,0.92,0.41,0.53,0.06,5/13/2001,01/06/18,The Legend of Zelda
583,/games/boxart/full_2363163AmericaFrontccc.jpg,The Legend of Zelda: Oracle of Seasons,GBC,Adventure,Nintendo,Flagship,9.3,1.86,0.87,0.41,0.52,0.06,5/13/2001,01/06/18,The Legend of Zelda
2261,/games/boxart/full_8312624AmericaFrontccc.jpg,The LEGO Movie Videogame,PS4,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,6,0.71,0.26,0.01,0.32,0.11,02/07/2014,3/20/2018,LEGO
225,/games/boxart/3546885ccc.jpg,The Lord of the Rings: The Return of the King,PS2,Action,Electronic Arts,"Hypnos Entertainment, Inc.",8.4,3.28,1.5,0.05,1.28,0.46,11/05/2003,11/05/03,The Lord of the Rings
105,/games/boxart/8307809ccc.jpg,The Lord of the Rings: The Two Towers,PS2,Action,Electronic Arts,Stormfront Studios,8.3,4.67,1.94,0.08,1.95,0.7,10/21/2002,10/21/2002,The Lord of the Rings
1757,/games/boxart/full_the-lord-of-the-rings-war-in-the-north_878AmericaFront.jpg,The Lord of the Rings: War in the North,X360,Role-Playing,Warner Bros. Interactive,Snowblind Studios,6.6,0.88,0.55,0,0.24,0.08,11/01/2011,11/01/11,The Lord of the Rings
1921,/games/boxart/full_the-lord-of-the-rings-war-in-the-north_887AmericaFront.jpg,The Lord of the Rings: War in the North,PS3,Role-Playing,Warner Bros. Interactive,Snowblind Studios,6.5,0.82,0.25,0.01,0.43,0.12,11/01/2011,11/01/11,The Lord of the Rings
7597,/games/boxart/full_8789376AmericaFrontccc.jpg,The Munchables,Wii,Action,Namco Bandai,Namco Bandai Games,8,0.18,0.17,0,0,0.01,5/26/2009,5/26/2009,The Munchables
603,/games/boxart/full_3989486AmericaFrontccc.jpg,The Orange Box,X360,Shooter,Electronic Arts,Valve Software,9.7,1.82,1.09,0.02,0.53,0.17,10/10/2007,10/10/07,Half-Life
725,/games/boxart/full_8089384AmericaFrontccc.png,The Order: 1886,PS4,Shooter,Sony Computer Entertainment,Ready at Dawn,6.2,1.62,0.44,0.07,0.86,0.25,2/20/2015,01/02/18,The Order: 1886
11758,/games/boxart/4299714ccc.gif,The Rub Rabbits!,DS,Puzzle,Sega,Sonic Team,7.3,0.07,0.03,0.04,0,0,2/13/2006,2/13/2006,Feel the Magic
412,/games/boxart/full_the-sims-3_5AmericaFront.jpg,The Sims 3,X360,Simulation,Electronic Arts,The Sims Studio,8,2.31,1.28,0,0.82,0.2,10/26/2010,10/26/2010,Sims
518,/games/boxart/full_the-sims-3_3AmericaFront.jpg,The Sims 3,PS3,Simulation,Electronic Arts,The Sims Studio,8.1,2.03,0.73,0.02,0.96,0.31,10/26/2010,10/26/2010,Sims
2079,/games/boxart/full_the-sims-3_831AmericaFront.jpg,The Sims 3,3DS,Simulation,Electronic Arts,The Sims Studio,5.6,0.77,0.3,0.03,0.38,0.07,3/27/2011,3/27/2011,Sims
9331,/games/boxart/full_9181567AmericaFrontccc.png,The Sky Crawlers: Innocent Aces,Wii,Simulation,Xseed Games,Project ACES,7.3,0.12,0.08,0.01,0.02,0.01,01/12/2010,01/12/10,The Sky Crawlers
2340,/games/boxart/full_the-sly-collection_465AmericaFront.jpg,The Sly Collection,PS3,Platform,Sony Computer Entertainment,Sanzaru Games,8.7,0.69,0.52,0.01,0.08,0.08,11/09/2010,04/12/18,Sly Cooper
